"Agent","AgentID","Cond","Qnum","Confidence"
"GPT",32,"2c",5,70
"GPT",32,"2c",6,100
"GPT",32,"2c",7,100
"GPT",32,"2c",8,100
"GPT",32,"2c",9,100
"GPT",32,"2c",10,100
"GPT",32,"2c",11,100
"GPT",32,"2c",12,100
"GPT",32,"2c",13,100
"GPT",32,"2c",14,80
"GPT",32,"2c",15,80
"GPT",32,"2c",16,90
"GPT",32,"2c",17,90
"GPT",32,"2c",18,100
"GPT",32,"2c",19,80
"GPT",32,"2c",20,100
"GPT",33,"op",1,100
"GPT",33,"op",2,100
"GPT",33,"op",3,100
"GPT",33,"op",4,100
"GPT",33,"op",5,90
"GPT",33,"op",6,80
"GPT",33,"op",7,100
"GPT",33,"op",8,100
"GPT",33,"op",9,100
"GPT",33,"op",10,100
"GPT",33,"op",11,100
"GPT",33,"op",12,100
"GPT",33,"op",13,80
"GPT",33,"op",14,95
"GPT",33,"op",15,100
"GPT",33,"op",16,90
"GPT",33,"op",17,85
"GPT",33,"op",18,90
"GPT",33,"op",19,80
"GPT",33,"op",20,100
"GPT",33,"4c",1,100
"GPT",33,"4c",2,100
"GPT",33,"4c",3,100
"GPT",33,"4c",4,100
"GPT",33,"4c",5,100
"GPT",33,"4c",6,100
"GPT",33,"4c",7,100
"GPT",33,"4c",8,100
"GPT",33,"4c",9,100
"GPT",33,"4c",10,100
"GPT",33,"4c",11,100
"GPT",33,"4c",12,100
"GPT",33,"4c",13,90
"GPT",33,"4c",14,90
"GPT",33,"4c",15,100
"GPT",33,"4c",16,90
"GPT",33,"4c",17,90
"GPT",33,"4c",18,90
"GPT",33,"4c",19,90
"GPT",33,"4c",20,100
"GPT",33,"2c",1,100
"GPT",33,"2c",2,100
"GPT",33,"2c",3,100
"GPT",33,"2c",4,100
"GPT",33,"2c",5,100
"GPT",33,"2c",6,100
"GPT",33,"2c",7,100
"GPT",33,"2c",8,100
"GPT",33,"2c",9,100
"GPT",33,"2c",10,80
"GPT",33,"2c",11,100
"GPT",33,"2c",12,100
"GPT",33,"2c",13,100
"GPT",33,"2c",14,100
"GPT",33,"2c",15,100
"GPT",33,"2c",16,100
"GPT",33,"2c",17,90
"GPT",33,"2c",18,90
"GPT",33,"2c",19,100
"GPT",33,"2c",20,100
"GPT",34,"op",1,90
"GPT",34,"op",2,100
"GPT",34,"op",3,100
"GPT",34,"op",4,100
"GPT",34,"op",5,85
"GPT",34,"op",6,100
"GPT",34,"op",7,100
"GPT",34,"op",8,100
"GPT",34,"op",9,100
"GPT",34,"op",10,100
"GPT",34,"op",11,100
"GPT",34,"op",12,100
"GPT",34,"op",13,50
"GPT",34,"op",14,95
"GPT",34,"op",15,100
"GPT",34,"op",16,90
"GPT",34,"op",17,85
"GPT",34,"op",18,85
"GPT",34,"op",19,60
"GPT",34,"op",20,100
"GPT",34,"4c",1,100
"GPT",34,"4c",2,100
"GPT",34,"4c",3,100
"GPT",34,"4c",4,100
"GPT",34,"4c",5,100
"GPT",34,"4c",6,100
"GPT",34,"4c",7,100
"GPT",34,"4c",8,100
"GPT",34,"4c",9,100
"GPT",34,"4c",10,100
"GPT",34,"4c",11,100
"GPT",34,"4c",12,100
"GPT",34,"4c",13,100
"GPT",34,"4c",14,100
"GPT",34,"4c",15,100
"GPT",34,"4c",16,90
"GPT",34,"4c",17,85
"GPT",34,"4c",18,80
"GPT",34,"4c",19,90
"GPT",34,"4c",20,100
"GPT",34,"2c",1,100
"GPT",34,"2c",2,100
"GPT",34,"2c",3,100
"GPT",34,"2c",4,100
"GPT",34,"2c",5,100
"GPT",34,"2c",6,100
"GPT",34,"2c",7,100
"GPT",34,"2c",8,100
"GPT",34,"2c",9,100
"GPT",34,"2c",10,100
"GPT",34,"2c",11,100
"GPT",34,"2c",12,100
"GPT",34,"2c",13,80
"GPT",34,"2c",14,100
"GPT",34,"2c",15,80
"GPT",34,"2c",16,80
"GPT",34,"2c",17,90
"GPT",34,"2c",18,90
"GPT",34,"2c",19,80
"GPT",34,"2c",20,100
"GPT",35,"op",1,100
"GPT",35,"op",2,100
"GPT",35,"op",3,100
"GPT",35,"op",4,100
"GPT",35,"op",5,90
"GPT",35,"op",6,100
"GPT",35,"op",7,100
"GPT",35,"op",8,100
"GPT",35,"op",9,90
"GPT",35,"op",10,100
"GPT",35,"op",11,100
"GPT",35,"op",12,100
"GPT",35,"op",13,80
"GPT",35,"op",14,95
"GPT",35,"op",15,100
"GPT",35,"op",16,100
"GPT",35,"op",17,80
"GPT",35,"op",18,90
"GPT",35,"op",19,80
"GPT",35,"op",20,100
"GPT",35,"4c",1,100
"GPT",35,"4c",2,100
"GPT",35,"4c",3,100
"GPT",35,"4c",4,100
"GPT",35,"4c",5,100
"GPT",35,"4c",6,100
"GPT",35,"4c",7,100
"GPT",35,"4c",8,100
"GPT",35,"4c",9,100
"GPT",35,"4c",10,100
"GPT",35,"4c",11,100
"GPT",35,"4c",12,100
"GPT",35,"4c",13,100
"GPT",35,"4c",14,90
"GPT",35,"4c",15,100
"GPT",35,"4c",16,100
"GPT",35,"4c",17,80
"GPT",35,"4c",18,90
"GPT",35,"4c",19,100
"GPT",35,"4c",20,100
"GPT",35,"2c",1,100
"GPT",35,"2c",2,100
"GPT",35,"2c",3,100
"GPT",35,"2c",4,100
"GPT",35,"2c",5,95
"GPT",35,"2c",6,100
"GPT",35,"2c",7,100
"GPT",35,"2c",8,100
"GPT",35,"2c",9,100
"GPT",35,"2c",10,100
"GPT",35,"2c",11,100
"GPT",35,"2c",12,100
"GPT",35,"2c",13,85
"GPT",35,"2c",14,90
"GPT",35,"2c",15,70
"GPT",35,"2c",16,90
"GPT",35,"2c",17,90
"GPT",35,"2c",18,85
"GPT",35,"2c",19,90
"GPT",35,"2c",20,100
"GPT",36,"op",1,100
"GPT",36,"op",2,100
"GPT",36,"op",3,100
"GPT",36,"op",4,100
"GPT",36,"op",5,90
"GPT",36,"op",6,80
"GPT",36,"op",7,100
"GPT",36,"op",8,100
"GPT",36,"op",9,100
"GPT",36,"op",10,90
"GPT",36,"op",11,100
"GPT",36,"op",12,100
"GPT",36,"op",13,80
"GPT",36,"op",14,100
"GPT",36,"op",15,100
"GPT",36,"op",16,100
"GPT",36,"op",17,80
"GPT",36,"op",18,90
"GPT",36,"op",19,80
"GPT",36,"op",20,100
"GPT",36,"4c",1,100
"GPT",36,"4c",2,100
"GPT",36,"4c",3,100
"GPT",36,"4c",4,100
"GPT",36,"4c",5,100
"GPT",36,"4c",6,100
"GPT",36,"4c",7,100
"GPT",36,"4c",8,100
"GPT",36,"4c",9,100
"GPT",36,"4c",10,100
"GPT",36,"4c",11,100
"GPT",36,"4c",12,100
"GPT",36,"4c",13,90
"GPT",36,"4c",14,95
"GPT",36,"4c",15,100
"GPT",36,"4c",16,80
"GPT",36,"4c",17,80
"GPT",36,"4c",18,90
"GPT",36,"4c",19,100
"GPT",36,"4c",20,100
"GPT",36,"2c",1,100
"GPT",36,"2c",2,100
"GPT",36,"2c",3,100
"GPT",36,"2c",4,100
"GPT",36,"2c",5,90
"GPT",36,"2c",6,100
"GPT",36,"2c",7,100
"GPT",36,"2c",8,100
"GPT",36,"2c",9,100
"GPT",36,"2c",10,90
"GPT",36,"2c",11,100
"GPT",36,"2c",12,80
"GPT",36,"2c",13,80
"GPT",36,"2c",14,100
"GPT",36,"2c",15,100
"GPT",36,"2c",16,90
"GPT",36,"2c",17,90
"GPT",36,"2c",18,90
"GPT",36,"2c",19,100
"GPT",36,"2c",20,100
"GPT",37,"op",1,100
"GPT",37,"op",2,100
"GPT",37,"op",3,100
"GPT",37,"op",4,100
"GPT",37,"op",5,90
"GPT",37,"op",6,90
"GPT",37,"op",7,100
"GPT",37,"op",8,100
"GPT",37,"op",9,100
"GPT",37,"op",10,90
"GPT",37,"op",11,100
"GPT",37,"op",12,100
"GPT",37,"op",13,80
"GPT",37,"op",14,75
"GPT",37,"op",15,100
"GPT",37,"op",16,100
"GPT",37,"op",17,85
"GPT",37,"op",18,85
"GPT",37,"op",19,80
"GPT",37,"op",20,100
"GPT",37,"4c",1,100
"GPT",37,"4c",2,100
"GPT",37,"4c",3,100
"GPT",37,"4c",4,100
"GPT",37,"4c",5,100
"GPT",37,"4c",6,100
"GPT",37,"4c",7,100
"GPT",37,"4c",8,100
"GPT",37,"4c",9,100
"GPT",37,"4c",10,100
"GPT",37,"4c",11,100
"GPT",37,"4c",12,90
"GPT",37,"4c",13,90
"GPT",37,"4c",14,90
"GPT",37,"4c",15,100
"GPT",37,"4c",16,100
"GPT",37,"4c",17,85
"GPT",37,"4c",18,90
"GPT",37,"4c",19,90
"GPT",37,"4c",20,100
"GPT",37,"2c",1,100
"GPT",37,"2c",2,100
"GPT",37,"2c",3,100
"GPT",37,"2c",4,100
"GPT",37,"2c",5,90
"GPT",37,"2c",6,100
"GPT",37,"2c",7,100
"GPT",37,"2c",8,100
"GPT",37,"2c",9,100
"GPT",37,"2c",10,100
"GPT",37,"2c",11,100
"GPT",37,"2c",12,85
"GPT",37,"2c",13,90
"GPT",37,"2c",14,80
"GPT",37,"2c",15,80
"GPT",37,"2c",16,80
"GPT",37,"2c",17,90
"GPT",37,"2c",18,90
"GPT",37,"2c",19,80
"GPT",37,"2c",20,100
"GPT",38,"op",1,100
"GPT",38,"op",2,100
"GPT",38,"op",3,100
"GPT",38,"op",4,100
"GPT",38,"op",5,80
"GPT",38,"op",6,90
"GPT",38,"op",7,100
"GPT",38,"op",8,100
"GPT",38,"op",9,100
"GPT",38,"op",10,100
"GPT",38,"op",11,100
"GPT",38,"op",12,100
"GPT",38,"op",13,60
"GPT",38,"op",14,100
"GPT",38,"op",15,100
"GPT",38,"op",16,90
"GPT",38,"op",17,85
"GPT",38,"op",18,95
"GPT",38,"op",19,80
"GPT",38,"op",20,100
"GPT",38,"4c",1,100
"GPT",38,"4c",2,100
"GPT",38,"4c",3,100
"GPT",38,"4c",4,100
"GPT",38,"4c",5,100
"GPT",38,"4c",6,100
"GPT",38,"4c",7,100
"GPT",38,"4c",8,100
"GPT",38,"4c",9,100
"GPT",38,"4c",10,100
"GPT",38,"4c",11,100
"GPT",38,"4c",12,80
"GPT",38,"4c",13,90
"GPT",38,"4c",14,95
"GPT",38,"4c",15,100
"GPT",38,"4c",16,100
"GPT",38,"4c",17,85
"GPT",38,"4c",18,80
"GPT",38,"4c",19,90
"GPT",38,"4c",20,100
"GPT",38,"2c",1,100
"GPT",38,"2c",2,100
"GPT",38,"2c",3,100
"GPT",38,"2c",4,100
"GPT",38,"2c",5,80
"GPT",38,"2c",6,100
"GPT",38,"2c",7,100
"GPT",38,"2c",8,100
"GPT",38,"2c",9,100
"GPT",38,"2c",10,100
"GPT",38,"2c",11,100
"GPT",38,"2c",12,90
"GPT",38,"2c",13,100
"GPT",38,"2c",14,100
"GPT",38,"2c",15,80
"GPT",38,"2c",16,85
"GPT",38,"2c",17,95
"GPT",38,"2c",18,90
"GPT",38,"2c",19,80
"GPT",38,"2c",20,100
"GPT",39,"op",1,100
"GPT",39,"op",2,100
"GPT",39,"op",3,100
"GPT",39,"op",4,100
"GPT",39,"op",5,90
"GPT",39,"op",6,80
"GPT",39,"op",7,100
"GPT",39,"op",8,100
"GPT",39,"op",9,90
"GPT",39,"op",10,100
"GPT",39,"op",11,100
"GPT",39,"op",12,100
"GPT",39,"op",13,80
"GPT",39,"op",14,80
"GPT",39,"op",15,100
"GPT",39,"op",16,80
"GPT",39,"op",17,80
"GPT",39,"op",18,100
"GPT",39,"op",19,70
"GPT",39,"op",20,100
"GPT",39,"4c",1,100
"GPT",39,"4c",2,100
"GPT",39,"4c",3,100
"GPT",39,"4c",4,100
"GPT",39,"4c",5,100
"GPT",39,"4c",6,100
"GPT",39,"4c",7,100
"GPT",39,"4c",8,100
"GPT",39,"4c",9,100
"GPT",39,"4c",10,100
"GPT",39,"4c",11,100
"GPT",39,"4c",12,100
"GPT",39,"4c",13,95
"GPT",39,"4c",14,80
"GPT",39,"4c",15,100
"GPT",39,"4c",16,100
"GPT",39,"4c",17,80
"GPT",39,"4c",18,80
"GPT",39,"4c",19,95
"GPT",39,"4c",20,100
"GPT",39,"2c",1,100
"GPT",39,"2c",2,100
"GPT",39,"2c",3,100
"GPT",39,"2c",4,100
"GPT",39,"2c",5,80
"GPT",39,"2c",6,100
"GPT",39,"2c",7,100
"GPT",39,"2c",8,100
"GPT",39,"2c",9,100
"GPT",39,"2c",10,90
"GPT",39,"2c",11,100
"GPT",39,"2c",12,100
"GPT",39,"2c",13,100
"GPT",39,"2c",14,95
"GPT",39,"2c",15,80
"GPT",39,"2c",16,95
"GPT",39,"2c",17,90
"GPT",39,"2c",18,80
"GPT",39,"2c",19,90
"GPT",39,"2c",20,100
"GPT",40,"op",1,100
"GPT",40,"op",2,100
"GPT",40,"op",3,90
"GPT",40,"op",4,100
"GPT",40,"op",5,80
"GPT",40,"op",6,80
"GPT",40,"op",7,100
"GPT",40,"op",8,100
"GPT",40,"op",9,100
"GPT",40,"op",10,100
"GPT",40,"op",11,100
"GPT",40,"op",12,100
"GPT",40,"op",13,80
"GPT",40,"op",14,80
"GPT",40,"op",15,100
"GPT",40,"op",16,100
"GPT",40,"op",17,70
"GPT",40,"op",18,80
"GPT",40,"op",19,80
"GPT",40,"op",20,100
"GPT",40,"4c",1,100
"GPT",40,"4c",2,100
"GPT",40,"4c",3,100
"GPT",40,"4c",4,100
"GPT",40,"4c",5,100
"GPT",40,"4c",6,100
"GPT",40,"4c",7,100
"GPT",40,"4c",8,100
"GPT",40,"4c",9,100
"GPT",40,"4c",10,100
"GPT",40,"4c",11,100
"GPT",40,"4c",12,100
"GPT",40,"4c",13,100
"GPT",40,"4c",14,95
"GPT",40,"4c",15,100
"GPT",40,"4c",16,100
"GPT",40,"4c",17,85
"GPT",40,"4c",18,90
"GPT",40,"4c",19,80
"GPT",40,"4c",20,100
"GPT",40,"2c",1,100
"GPT",40,"2c",2,100
"GPT",40,"2c",3,100
"GPT",40,"2c",4,100
"GPT",40,"2c",5,90
"GPT",40,"2c",6,100
"GPT",40,"2c",7,100
"GPT",40,"2c",8,100
"GPT",40,"2c",9,100
"GPT",40,"2c",10,100
"GPT",40,"2c",11,100
"GPT",40,"2c",12,100
"GPT",40,"2c",13,100
"GPT",40,"2c",14,100
"GPT",40,"2c",15,70
"GPT",40,"2c",16,90
"GPT",40,"2c",17,80
"GPT",40,"2c",18,80
"GPT",40,"2c",19,90
"GPT",40,"2c",20,100
"GPT",41,"op",1,100
"GPT",41,"op",2,100
"GPT",41,"op",3,90
"GPT",41,"op",4,100
"GPT",41,"op",5,80
"GPT",41,"op",6,95
"GPT",41,"op",7,100
"GPT",41,"op",8,100
"GPT",41,"op",9,100
"GPT",41,"op",10,95
"GPT",41,"op",11,100
"GPT",41,"op",12,100
"GPT",41,"op",13,85
"GPT",41,"op",14,90
"GPT",41,"op",15,100
"GPT",41,"op",16,90
"GPT",41,"op",17,85
"GPT",41,"op",18,95
"GPT",41,"op",19,80
"GPT",41,"op",20,100
"GPT",41,"4c",1,100
"GPT",41,"4c",2,100
"GPT",41,"4c",3,100
"GPT",41,"4c",4,100
"GPT",41,"4c",5,100
"GPT",41,"4c",6,100
"GPT",41,"4c",7,100
"GPT",41,"4c",8,100
"GPT",41,"4c",9,100
"GPT",41,"4c",10,100
"GPT",41,"4c",11,100
"GPT",41,"4c",12,100
"GPT",41,"4c",13,90
"GPT",41,"4c",14,100
"GPT",41,"4c",15,100
"GPT",41,"4c",16,100
"GPT",41,"4c",17,80
"GPT",41,"4c",18,80
"GPT",41,"4c",19,90
"GPT",41,"4c",20,100
"GPT",41,"2c",1,100
"GPT",41,"2c",2,100
"GPT",41,"2c",3,100
"GPT",41,"2c",4,100
"GPT",41,"2c",5,90
"GPT",41,"2c",6,100
"GPT",41,"2c",7,100
"GPT",41,"2c",8,100
"GPT",41,"2c",9,100
"GPT",41,"2c",10,90
"GPT",41,"2c",11,100
"GPT",41,"2c",12,100
"GPT",41,"2c",13,100
"GPT",41,"2c",14,90
"GPT",41,"2c",15,80
"GPT",41,"2c",16,80
"GPT",41,"2c",17,90
"GPT",41,"2c",18,80
"GPT",41,"2c",19,100
"GPT",41,"2c",20,100
"GPT",42,"op",1,100
"GPT",42,"op",2,100
"GPT",42,"op",3,90
"GPT",42,"op",4,100
"GPT",42,"op",5,80
"GPT",42,"op",6,90
"GPT",42,"op",7,100
"GPT",42,"op",8,100
"GPT",42,"op",9,100
"GPT",42,"op",10,100
"GPT",42,"op",11,100
"GPT",42,"op",12,100
"GPT",42,"op",13,70
"GPT",42,"op",14,80
"GPT",42,"op",15,100
"GPT",42,"op",16,100
"GPT",42,"op",17,90
"GPT",42,"op",18,90
"GPT",42,"op",19,80
"GPT",42,"op",20,100
"GPT",42,"4c",1,100
"GPT",42,"4c",2,100
"GPT",42,"4c",3,100
"GPT",42,"4c",4,100
"GPT",42,"4c",5,100
"GPT",42,"4c",6,100
"GPT",42,"4c",7,100
"GPT",42,"4c",8,100
"GPT",42,"4c",9,100
"GPT",42,"4c",10,100
"GPT",42,"4c",11,100
"GPT",42,"4c",12,100
"GPT",42,"4c",13,100
"GPT",42,"4c",14,90
"GPT",42,"4c",15,100
"GPT",42,"4c",16,90
"GPT",42,"4c",17,80
"GPT",42,"4c",18,85
"GPT",42,"4c",19,90
"GPT",42,"4c",20,100
"GPT",42,"2c",1,100
"GPT",42,"2c",2,100
"GPT",42,"2c",3,100
"GPT",42,"2c",4,100
"GPT",42,"2c",5,90
"GPT",42,"2c",6,100
"GPT",42,"2c",7,100
"GPT",42,"2c",8,100
"GPT",42,"2c",9,100
"GPT",42,"2c",10,100
"GPT",42,"2c",11,100
"GPT",42,"2c",12,100
"GPT",42,"2c",13,100
"GPT",42,"2c",14,100
"GPT",42,"2c",15,80
"GPT",42,"2c",16,95
"GPT",42,"2c",17,90
"GPT",42,"2c",18,80
"GPT",42,"2c",19,80
"GPT",42,"2c",20,100
"GPT",43,"op",1,100
"GPT",43,"op",2,100
"GPT",43,"op",3,100
"GPT",43,"op",4,100
"GPT",43,"op",5,80
"GPT",43,"op",6,80
"GPT",43,"op",7,100
"GPT",43,"op",8,100
"GPT",43,"op",9,100
"GPT",43,"op",10,100
"GPT",43,"op",11,100
"GPT",43,"op",12,100
"GPT",43,"op",13,80
"GPT",43,"op",14,90
"GPT",43,"op",15,100
"GPT",43,"op",16,100
"GPT",43,"op",17,85
"GPT",43,"op",18,90
"GPT",43,"op",19,60
"GPT",43,"op",20,100
"GPT",43,"4c",1,100
"GPT",43,"4c",2,100
"GPT",43,"4c",3,100
"GPT",43,"4c",4,100
"GPT",43,"4c",5,100
"GPT",43,"4c",6,100
"GPT",43,"4c",7,100
"GPT",43,"4c",8,100
"GPT",43,"4c",9,100
"GPT",43,"4c",10,100
"GPT",43,"4c",11,100
"GPT",43,"4c",12,100
"GPT",43,"4c",13,90
"GPT",43,"4c",14,80
"GPT",43,"4c",15,100
"GPT",43,"4c",16,100
"GPT",43,"4c",17,80
"GPT",43,"4c",18,90
"GPT",43,"4c",19,80
"GPT",43,"4c",20,100
"GPT",43,"2c",1,100
"GPT",43,"2c",2,100
"GPT",43,"2c",3,100
"GPT",43,"2c",4,100
"GPT",43,"2c",5,100
"GPT",43,"2c",6,100
"GPT",43,"2c",7,100
"GPT",43,"2c",8,100
"GPT",43,"2c",9,100
"GPT",43,"2c",10,95
"GPT",43,"2c",11,100
"GPT",43,"2c",12,100
"GPT",43,"2c",13,100
"GPT",43,"2c",14,90
"GPT",43,"2c",15,80
"GPT",43,"2c",16,90
"GPT",43,"2c",17,90
"GPT",43,"2c",18,80
"GPT",43,"2c",19,95
"GPT",43,"2c",20,100
"GPT",44,"op",1,100
"GPT",44,"op",2,100
"GPT",44,"op",3,100
"GPT",44,"op",4,100
"GPT",44,"op",5,80
"GPT",44,"op",6,80
"GPT",44,"op",7,100
"GPT",44,"op",8,100
"GPT",44,"op",9,100
"GPT",44,"op",10,80
"GPT",44,"op",11,100
"GPT",44,"op",12,100
"GPT",44,"op",13,80
"GPT",44,"op",14,90
"GPT",44,"op",15,100
"GPT",44,"op",16,100
"GPT",44,"op",17,85
"GPT",44,"op",18,90
"GPT",44,"op",19,70
"GPT",44,"op",20,100
"GPT",44,"4c",1,100
"GPT",44,"4c",2,100
"GPT",44,"4c",3,100
"GPT",44,"4c",4,100
"GPT",44,"4c",5,100
"GPT",44,"4c",6,100
"GPT",44,"4c",7,100
"GPT",44,"4c",8,100
"GPT",44,"4c",9,100
"GPT",44,"4c",10,100
"GPT",44,"4c",11,100
"GPT",44,"4c",12,80
"GPT",44,"4c",13,100
"GPT",44,"4c",14,90
"GPT",44,"4c",15,100
"GPT",44,"4c",16,100
"GPT",44,"4c",17,85
"GPT",44,"4c",18,90
"GPT",44,"4c",19,90
"GPT",44,"4c",20,100
"GPT",44,"2c",1,100
"GPT",44,"2c",2,100
"GPT",44,"2c",3,100
"GPT",44,"2c",4,100
"GPT",44,"2c",5,80
"GPT",44,"2c",6,100
"GPT",44,"2c",7,100
"GPT",44,"2c",8,100
"GPT",44,"2c",9,100
"GPT",44,"2c",10,100
"GPT",44,"2c",11,100
"GPT",44,"2c",12,100
"GPT",44,"2c",13,80
"GPT",44,"2c",14,100
"GPT",44,"2c",15,80
"GPT",44,"2c",16,90
"GPT",44,"2c",17,90
"GPT",44,"2c",18,90
"GPT",44,"2c",19,100
"GPT",44,"2c",20,100
"GPT",45,"op",1,100
"GPT",45,"op",2,100
"GPT",45,"op",3,100
"GPT",45,"op",4,100
"GPT",45,"op",5,90
"GPT",45,"op",6,90
"GPT",45,"op",7,100
"GPT",45,"op",8,100
"GPT",45,"op",9,100
"GPT",45,"op",10,90
"GPT",45,"op",11,100
"GPT",45,"op",12,100
"GPT",45,"op",13,80
"GPT",45,"op",14,80
"GPT",45,"op",15,100
"GPT",45,"op",16,80
"GPT",45,"op",17,80
"GPT",45,"op",18,90
"GPT",45,"op",19,80
"GPT",45,"op",20,100
"GPT",45,"4c",1,100
"GPT",45,"4c",2,100
"GPT",45,"4c",3,100
"GPT",45,"4c",4,100
"GPT",45,"4c",5,100
"GPT",45,"4c",6,100
"GPT",45,"4c",7,100
"GPT",45,"4c",8,100
"GPT",45,"4c",9,100
"GPT",45,"4c",10,100
"GPT",45,"4c",11,100
"GPT",45,"4c",12,100
"GPT",45,"4c",13,100
"GPT",45,"4c",14,80
"GPT",45,"4c",15,100
"GPT",45,"4c",16,100
"GPT",45,"4c",17,80
"GPT",45,"4c",18,90
"GPT",45,"4c",19,90
"GPT",45,"4c",20,100
"GPT",45,"2c",1,100
"GPT",45,"2c",2,100
"GPT",45,"2c",3,100
"GPT",45,"2c",4,100
"GPT",45,"2c",5,90
"GPT",45,"2c",6,100
"GPT",45,"2c",7,100
"GPT",45,"2c",8,100
"GPT",45,"2c",9,100
"GPT",45,"2c",10,100
"GPT",45,"2c",11,100
"GPT",45,"2c",12,100
"GPT",45,"2c",13,100
"GPT",45,"2c",14,100
"GPT",45,"2c",15,80
"GPT",45,"2c",16,80
"GPT",45,"2c",17,95
"GPT",45,"2c",18,90
"GPT",45,"2c",19,100
"GPT",45,"2c",20,100
"GPT",46,"op",1,100
"GPT",46,"op",2,100
"GPT",46,"op",3,100
"GPT",46,"op",4,100
"GPT",46,"op",5,90
"GPT",46,"op",6,90
"GPT",46,"op",7,100
"GPT",46,"op",8,100
"GPT",46,"op",9,100
"GPT",46,"op",10,100
"GPT",46,"op",11,100
"GPT",46,"op",12,100
"GPT",46,"op",13,80
"GPT",46,"op",14,85
"GPT",46,"op",15,100
"GPT",46,"op",16,80
"GPT",46,"op",17,85
"GPT",46,"op",18,90
"GPT",46,"op",19,60
"GPT",46,"op",20,100
"GPT",46,"4c",1,100
"GPT",46,"4c",2,100
"GPT",46,"4c",3,100
"GPT",46,"4c",4,100
"GPT",46,"4c",5,100
"GPT",46,"4c",6,100
"GPT",46,"4c",7,100
"GPT",46,"4c",8,100
"GPT",46,"4c",9,100
"GPT",46,"4c",10,100
"GPT",46,"4c",11,100
"GPT",46,"4c",12,100
"GPT",46,"4c",13,90
"GPT",46,"4c",14,100
"GPT",46,"4c",15,100
"GPT",46,"4c",16,90
"GPT",46,"4c",17,70
"GPT",46,"4c",18,80
"GPT",46,"4c",19,95
"GPT",46,"4c",20,100
"GPT",46,"2c",1,100
"GPT",46,"2c",2,100
"GPT",46,"2c",3,100
"GPT",46,"2c",4,100
"GPT",46,"2c",5,80
"GPT",46,"2c",6,100
"GPT",46,"2c",7,100
"GPT",46,"2c",8,100
"GPT",46,"2c",9,100
"GPT",46,"2c",10,90
"GPT",46,"2c",11,100
"GPT",46,"2c",12,80
"GPT",46,"2c",13,95
"GPT",46,"2c",14,95
"GPT",46,"2c",15,80
"GPT",46,"2c",16,80
"GPT",46,"2c",17,90
"GPT",46,"2c",18,80
"GPT",46,"2c",19,100
"GPT",46,"2c",20,100
"GPT",47,"op",1,100
"GPT",47,"op",2,100
"GPT",47,"op",3,100
"GPT",47,"op",4,100
"GPT",47,"op",5,90
"GPT",47,"op",6,80
"GPT",47,"op",7,100
"GPT",47,"op",8,100
"GPT",47,"op",9,90
"GPT",47,"op",10,100
"GPT",47,"op",11,100
"GPT",47,"op",12,100
"GPT",47,"op",13,80
"GPT",47,"op",14,100
"GPT",47,"op",15,100
"GPT",47,"op",16,90
"GPT",47,"op",17,85
"GPT",47,"op",18,90
"GPT",47,"op",19,80
"GPT",47,"op",20,100
"GPT",47,"4c",1,100
"GPT",47,"4c",2,100
"GPT",47,"4c",3,100
"GPT",47,"4c",4,100
"GPT",47,"4c",5,100
"GPT",47,"4c",6,100
"GPT",47,"4c",7,100
"GPT",47,"4c",8,100
"GPT",47,"4c",9,100
"GPT",47,"4c",10,100
"GPT",47,"4c",11,100
"GPT",47,"4c",12,100
"GPT",47,"4c",13,100
"GPT",47,"4c",14,80
"GPT",47,"4c",15,100
"GPT",47,"4c",16,100
"GPT",47,"4c",17,70
"GPT",47,"4c",18,90
"GPT",47,"4c",19,98
"GPT",47,"4c",20,100
"GPT",47,"2c",1,100
"GPT",47,"2c",2,100
"GPT",47,"2c",3,100
"GPT",47,"2c",4,100
"GPT",47,"2c",5,80
"GPT",47,"2c",6,100
"GPT",47,"2c",7,100
"GPT",47,"2c",8,100
"GPT",47,"2c",9,100
"GPT",47,"2c",10,80
"GPT",47,"2c",11,100
"GPT",47,"2c",12,100
"GPT",47,"2c",13,100
"GPT",47,"2c",14,95
"GPT",47,"2c",15,80
"GPT",47,"2c",16,95
"GPT",47,"2c",17,90
"GPT",47,"2c",18,90
"GPT",47,"2c",19,95
"GPT",47,"2c",20,100
"GPT",48,"op",1,100
"GPT",48,"op",2,100
"GPT",48,"op",3,100
"GPT",48,"op",4,100
"GPT",48,"op",5,80
"GPT",48,"op",6,80
"GPT",48,"op",7,100
"GPT",48,"op",8,100
"GPT",48,"op",9,100
"GPT",48,"op",10,90
"GPT",48,"op",11,100
"GPT",48,"op",12,100
"GPT",48,"op",13,80
"GPT",48,"op",14,95
"GPT",48,"op",15,100
"GPT",48,"op",16,100
"GPT",48,"op",17,85
"GPT",48,"op",18,85
"GPT",48,"op",19,80
"GPT",48,"op",20,100
"GPT",48,"4c",1,100
"GPT",48,"4c",2,100
"GPT",48,"4c",3,100
"GPT",48,"4c",4,100
"GPT",48,"4c",5,100
"GPT",48,"4c",6,100
"GPT",48,"4c",7,100
"GPT",48,"4c",8,100
"GPT",48,"4c",9,100
"GPT",48,"4c",10,100
"GPT",48,"4c",11,100
"GPT",48,"4c",12,100
"GPT",48,"4c",13,100
"GPT",48,"4c",14,90
"GPT",48,"4c",15,100
"GPT",48,"4c",16,100
"GPT",48,"4c",17,80
