"","Agent","AgentID","Cond","Qnum","Correctness","Confidence"
"4850","Human",81,"4C",10,1,100
"4851","Human",81,"4C",11,1,100
"4852","Human",81,"4C",12,0,50
"4853","Human",81,"4C",13,1,100
"4854","Human",81,"4C",14,1,100
"4855","Human",81,"4C",15,1,100
"4856","Human",81,"4C",16,1,25
"4857","Human",81,"4C",17,0,50
"4858","Human",81,"4C",18,0,50
"4859","Human",81,"4C",19,1,25
"4860","Human",81,"4C",20,0,50
"4861","Human",82,"OP",1,1,100
"4862","Human",82,"OP",2,1,100
"4863","Human",82,"OP",3,0,100
"4864","Human",82,"OP",4,0,20
"4865","Human",82,"OP",5,0,100
"4866","Human",82,"OP",6,1,100
"4867","Human",82,"OP",7,1,100
"4868","Human",82,"OP",8,0,50
"4869","Human",82,"OP",9,0,0
"4870","Human",82,"OP",10,1,100
"4871","Human",82,"OP",11,1,100
"4872","Human",82,"OP",12,1,100
"4873","Human",82,"OP",13,1,100
"4874","Human",82,"OP",14,1,50
"4875","Human",82,"OP",15,0,5
"4876","Human",82,"OP",16,0,30
"4877","Human",82,"OP",17,0,20
"4878","Human",82,"OP",18,0,0
"4879","Human",82,"OP",19,1,10
"4880","Human",82,"OP",20,1,100
"4881","Human",82,"2C",1,1,100
"4882","Human",82,"2C",2,1,100
"4883","Human",82,"2C",3,1,100
"4884","Human",82,"2C",4,0,100
"4885","Human",82,"2C",5,1,100
"4886","Human",82,"2C",6,1,100
"4887","Human",82,"2C",7,1,100
"4888","Human",82,"2C",8,0,100
"4889","Human",82,"2C",9,1,100
"4890","Human",82,"2C",10,1,100
"4891","Human",82,"2C",11,1,100
"4892","Human",82,"2C",12,1,100
"4893","Human",82,"2C",13,1,100
"4894","Human",82,"2C",14,1,100
"4895","Human",82,"2C",15,0,100
"4896","Human",82,"2C",16,0,100
"4897","Human",82,"2C",17,1,100
"4898","Human",82,"2C",18,0,100
"4899","Human",82,"2C",19,0,100
"4900","Human",82,"2C",20,1,100
"4901","Human",82,"4C",1,1,100
"4902","Human",82,"4C",2,1,100
"4903","Human",82,"4C",3,1,100
"4904","Human",82,"4C",4,0,100
"4905","Human",82,"4C",5,0,100
"4906","Human",82,"4C",6,1,100
"4907","Human",82,"4C",7,1,100
"4908","Human",82,"4C",8,1,100
"4909","Human",82,"4C",9,1,100
"4910","Human",82,"4C",10,1,100
"4911","Human",82,"4C",11,1,100
"4912","Human",82,"4C",12,1,100
"4913","Human",82,"4C",13,1,100
"4914","Human",82,"4C",14,1,100
"4915","Human",82,"4C",15,0,100
"4916","Human",82,"4C",16,0,100
"4917","Human",82,"4C",17,0,100
"4918","Human",82,"4C",18,1,100
"4919","Human",82,"4C",19,1,100
"4920","Human",82,"4C",20,1,100
"4921","Human",83,"OP",1,1,100
"4922","Human",83,"OP",2,1,0
"4923","Human",83,"OP",3,0,0
"4924","Human",83,"OP",4,0,0
"4925","Human",83,"OP",5,0,50
"4926","Human",83,"OP",6,1,100
"4927","Human",83,"OP",7,1,100
"4928","Human",83,"OP",8,0,50
"4929","Human",83,"OP",9,0,50
"4930","Human",83,"OP",10,1,100
"4931","Human",83,"OP",11,1,100
"4932","Human",83,"OP",12,1,50
"4933","Human",83,"OP",13,1,80
"4934","Human",83,"OP",14,1,20
"4935","Human",83,"OP",15,1,0
"4936","Human",83,"OP",16,1,0
"4937","Human",83,"OP",17,0,0
"4938","Human",83,"OP",18,1,0
"4939","Human",83,"OP",19,0,0
"4940","Human",83,"OP",20,0,30
"4941","Human",83,"2C",1,1,100
"4942","Human",83,"2C",2,0,100
"4943","Human",83,"2C",3,1,100
"4944","Human",83,"2C",4,0,0
"4945","Human",83,"2C",5,0,0
"4946","Human",83,"2C",6,1,100
"4947","Human",83,"2C",7,1,100
"4948","Human",83,"2C",8,0,50
"4949","Human",83,"2C",9,0,0
"4950","Human",83,"2C",10,1,100
"4951","Human",83,"2C",11,1,100
"4952","Human",83,"2C",12,1,100
"4953","Human",83,"2C",13,1,100
"4954","Human",83,"2C",14,0,0
"4955","Human",83,"2C",15,1,0
"4956","Human",83,"2C",16,0,0
"4957","Human",83,"2C",17,1,0
"4958","Human",83,"2C",18,1,0
"4959","Human",83,"2C",19,0,0
"4960","Human",83,"2C",20,1,50
"4961","Human",83,"4C",1,1,100
"4962","Human",83,"4C",2,0,50
"4963","Human",83,"4C",3,1,50
"4964","Human",83,"4C",4,0,0
"4965","Human",83,"4C",5,1,50
"4966","Human",83,"4C",6,1,100
"4967","Human",83,"4C",7,1,100
"4968","Human",83,"4C",8,0,50
"4969","Human",83,"4C",9,0,50
"4970","Human",83,"4C",10,1,100
"4971","Human",83,"4C",11,1,100
"4972","Human",83,"4C",12,1,50
"4973","Human",83,"4C",13,1,50
"4974","Human",83,"4C",14,1,100
"4975","Human",83,"4C",15,1,100
"4976","Human",83,"4C",16,1,0
"4977","Human",83,"4C",17,0,0
"4978","Human",83,"4C",18,1,0
"4979","Human",83,"4C",19,0,0
"4980","Human",83,"4C",20,1,0
"4981","Human",84,"OP",1,1,100
"4982","Human",84,"OP",2,0,0
"4983","Human",84,"OP",3,1,100
"4984","Human",84,"OP",4,0,0
"4985","Human",84,"OP",5,1,90
"4986","Human",84,"OP",6,1,100
"4987","Human",84,"OP",7,1,100
"4988","Human",84,"OP",8,0,20
"4989","Human",84,"OP",9,1,100
"4990","Human",84,"OP",10,1,100
"4991","Human",84,"OP",11,1,90
"4992","Human",84,"OP",12,0,0
"4993","Human",84,"OP",13,1,20
"4994","Human",84,"OP",14,1,90
"4995","Human",84,"OP",15,0,0
"4996","Human",84,"OP",16,0,10
"4997","Human",84,"OP",17,0,10
"4998","Human",84,"OP",18,0,0
"4999","Human",84,"OP",19,0,0
"5000","Human",84,"OP",20,0,0
"5001","Human",84,"2C",1,1,100
"5002","Human",84,"2C",2,0,100
"5003","Human",84,"2C",3,1,100
"5004","Human",84,"2C",4,0,0
"5005","Human",84,"2C",5,0,90
"5006","Human",84,"2C",6,0,100
"5007","Human",84,"2C",7,1,100
"5008","Human",84,"2C",8,0,20
"5009","Human",84,"2C",9,1,100
"5010","Human",84,"2C",10,1,100
"5011","Human",84,"2C",11,1,100
"5012","Human",84,"2C",12,1,20
"5013","Human",84,"2C",13,1,0
"5014","Human",84,"2C",14,1,100
"5015","Human",84,"2C",15,1,0
"5016","Human",84,"2C",16,1,10
"5017","Human",84,"2C",17,0,10
"5018","Human",84,"2C",18,0,0
"5019","Human",84,"2C",19,0,0
"5020","Human",84,"2C",20,1,10
"5021","Human",84,"4C",1,1,100
"5022","Human",84,"4C",2,1,10
"5023","Human",84,"4C",3,1,100
"5024","Human",84,"4C",4,0,0
"5025","Human",84,"4C",5,0,10
"5026","Human",84,"4C",6,1,100
"5027","Human",84,"4C",7,1,100
"5028","Human",84,"4C",8,0,10
"5029","Human",84,"4C",9,1,100
"5030","Human",84,"4C",10,1,100
"5031","Human",84,"4C",11,1,100
"5032","Human",84,"4C",12,1,20
"5033","Human",84,"4C",13,1,20
"5034","Human",84,"4C",14,1,100
"5035","Human",84,"4C",15,1,50
"5036","Human",84,"4C",16,0,10
"5037","Human",84,"4C",17,0,10
"5038","Human",84,"4C",18,0,20
"5039","Human",84,"4C",19,1,10
"5040","Human",84,"4C",20,1,29
"5041","Human",85,"OP",1,1,100
"5042","Human",85,"OP",2,1,50
"5043","Human",85,"OP",3,0,0
"5044","Human",85,"OP",4,1,50
"5045","Human",85,"OP",5,1,0
"5046","Human",85,"OP",6,1,50
"5047","Human",85,"OP",7,1,100
"5048","Human",85,"OP",8,0,50
"5049","Human",85,"OP",9,1,50
"5050","Human",85,"OP",10,1,50
"5051","Human",85,"OP",11,1,50
"5052","Human",85,"OP",12,1,100
"5053","Human",85,"OP",13,0,0
"5054","Human",85,"OP",14,1,50
"5055","Human",85,"OP",15,1,50
"5056","Human",85,"OP",16,0,50
"5057","Human",85,"OP",17,0,50
"5058","Human",85,"OP",18,0,0
"5059","Human",85,"OP",19,1,50
"5060","Human",85,"OP",20,0,50
"5061","Human",85,"2C",1,1,100
"5062","Human",85,"2C",2,0,100
"5063","Human",85,"2C",3,1,10
"5064","Human",85,"2C",4,1,50
"5065","Human",85,"2C",5,0,50
"5066","Human",85,"2C",6,1,50
"5067","Human",85,"2C",7,1,100
"5068","Human",85,"2C",8,1,5
"5069","Human",85,"2C",9,1,50
"5070","Human",85,"2C",10,1,50
"5071","Human",85,"2C",11,1,100
"5072","Human",85,"2C",12,1,100
"5073","Human",85,"2C",13,0,50
"5074","Human",85,"2C",14,1,100
"5075","Human",85,"2C",15,1,50
"5076","Human",85,"2C",16,1,50
"5077","Human",85,"2C",17,1,50
"5078","Human",85,"2C",18,1,50
"5079","Human",85,"2C",19,1,50
"5080","Human",85,"2C",20,1,50
"5081","Human",85,"4C",1,1,100
"5082","Human",85,"4C",2,1,5
"5083","Human",85,"4C",3,1,50
"5084","Human",85,"4C",4,1,50
"5085","Human",85,"4C",5,1,50
"5086","Human",85,"4C",6,1,50
"5087","Human",85,"4C",7,1,100
"5088","Human",85,"4C",8,1,50
"5089","Human",85,"4C",9,1,50
"5090","Human",85,"4C",10,1,50
"5091","Human",85,"4C",11,1,50
"5092","Human",85,"4C",12,1,100
"5093","Human",85,"4C",13,0,50
"5094","Human",85,"4C",14,1,100
"5095","Human",85,"4C",15,1,50
"5096","Human",85,"4C",16,0,50
"5097","Human",85,"4C",17,0,50
"5098","Human",85,"4C",18,1,50
"5099","Human",85,"4C",19,1,50
"5100","Human",85,"4C",20,1,50
"5101","Human",86,"OP",1,0,90
"5102","Human",86,"OP",2,0,10
"5103","Human",86,"OP",3,0,10
"5104","Human",86,"OP",4,0,60
"5105","Human",86,"OP",5,0,90
"5106","Human",86,"OP",6,1,98
"5107","Human",86,"OP",7,1,30
"5108","Human",86,"OP",8,0,50
"5109","Human",86,"OP",9,0,20
"5110","Human",86,"OP",10,0,30
"5111","Human",86,"OP",11,1,100
"5112","Human",86,"OP",12,0,40
"5113","Human",86,"OP",13,1,5
"5114","Human",86,"OP",14,1,10
"5115","Human",86,"OP",15,1,100
"5116","Human",86,"OP",16,1,80
"5117","Human",86,"OP",17,0,60
"5118","Human",86,"OP",18,0,30
"5119","Human",86,"OP",19,0,2
"5120","Human",86,"OP",20,0,2
"5121","Human",86,"2C",1,1,100
"5122","Human",86,"2C",2,1,60
"5123","Human",86,"2C",3,1,100
"5124","Human",86,"2C",4,1,80
"5125","Human",86,"2C",5,0,90
"5126","Human",86,"2C",6,1,30
"5127","Human",86,"2C",7,1,60
"5128","Human",86,"2C",8,0,70
"5129","Human",86,"2C",9,0,60
"5130","Human",86,"2C",10,0,70
"5131","Human",86,"2C",11,1,100
"5132","Human",86,"2C",12,1,80
"5133","Human",86,"2C",13,0,70
"5134","Human",86,"2C",14,0,60
"5135","Human",86,"2C",15,1,100
"5136","Human",86,"2C",16,0,80
"5137","Human",86,"2C",17,0,73
"5138","Human",86,"2C",18,1,30
"5139","Human",86,"2C",19,0,20
"5140","Human",86,"2C",20,1,100
"5141","Human",86,"4C",1,1,100
"5142","Human",86,"4C",2,0,80
"5143","Human",86,"4C",3,0,30
"5144","Human",86,"4C",4,1,70
"5145","Human",86,"4C",5,0,100
"5146","Human",86,"4C",6,1,93
"5147","Human",86,"4C",7,1,40
"5148","Human",86,"4C",8,0,60
"5149","Human",86,"4C",9,0,90
"5150","Human",86,"4C",10,1,80
"5151","Human",86,"4C",11,1,64
"5152","Human",86,"4C",12,1,80
"5153","Human",86,"4C",13,0,67
"5154","Human",86,"4C",14,0,73
"5155","Human",86,"4C",15,1,100
"5156","Human",86,"4C",16,1,70
"5157","Human",86,"4C",17,0,69
"5158","Human",86,"4C",18,0,37
"5159","Human",86,"4C",19,0,67
"5160","Human",86,"4C",20,0,70
"5161","Human",87,"OP",1,1,100
"5162","Human",87,"OP",2,1,80
"5163","Human",87,"OP",3,1,100
"5164","Human",87,"OP",4,1,80
"5165","Human",87,"OP",5,1,80
"5166","Human",87,"OP",6,1,100
"5167","Human",87,"OP",7,1,100
"5168","Human",87,"OP",8,0,20
"5169","Human",87,"OP",9,1,80
"5170","Human",87,"OP",10,1,100
"5171","Human",87,"OP",11,1,100
"5172","Human",87,"OP",12,1,30
"5173","Human",87,"OP",13,1,60
"5174","Human",87,"OP",14,1,90
"5175","Human",87,"OP",15,0,10
"5176","Human",87,"OP",16,1,10
"5177","Human",87,"OP",17,0,10
"5178","Human",87,"OP",18,1,10
"5179","Human",87,"OP",19,1,30
"5180","Human",87,"OP",20,0,20
"5181","Human",87,"2C",1,1,100
"5182","Human",87,"2C",2,0,100
"5183","Human",87,"2C",3,1,100
"5184","Human",87,"2C",4,1,80
"5185","Human",87,"2C",5,1,50
"5186","Human",87,"2C",6,1,100
"5187","Human",87,"2C",7,1,100
"5188","Human",87,"2C",8,0,30
"5189","Human",87,"2C",9,1,50
"5190","Human",87,"2C",10,1,100
"5191","Human",87,"2C",11,1,100
"5192","Human",87,"2C",12,1,60
"5193","Human",87,"2C",13,1,80
"5194","Human",87,"2C",14,1,80
"5195","Human",87,"2C",15,0,40
"5196","Human",87,"2C",16,0,20
"5197","Human",87,"2C",17,1,30
"5198","Human",87,"2C",18,1,20
"5199","Human",87,"2C",19,1,50
"5200","Human",87,"2C",20,1,30
"5201","Human",87,"4C",1,1,100
"5202","Human",87,"4C",2,1,80
"5203","Human",87,"4C",3,1,80
"5204","Human",87,"4C",4,1,50
"5205","Human",87,"4C",5,1,80
"5206","Human",87,"4C",6,1,80
"5207","Human",87,"4C",7,1,100
"5208","Human",87,"4C",8,1,50
"5209","Human",87,"4C",9,1,80
"5210","Human",87,"4C",10,1,80
"5211","Human",87,"4C",11,1,100
"5212","Human",87,"4C",12,1,60
"5213","Human",87,"4C",13,1,20
"5214","Human",87,"4C",14,1,50
"5215","Human",87,"4C",15,0,60
"5216","Human",87,"4C",16,1,20
"5217","Human",87,"4C",17,0,30
"5218","Human",87,"4C",18,1,60
"5219","Human",87,"4C",19,1,80
"5220","Human",87,"4C",20,0,60
"5221","GPT",1,"OP",1,1,100
"5222","GPT",1,"OP",2,1,100
"5223","GPT",1,"OP",3,1,100
"5224","GPT",1,"OP",4,1,100
"5225","GPT",1,"OP",5,1,80
"5226","GPT",1,"OP",6,1,90
"5227","GPT",1,"OP",7,1,100
"5228","GPT",1,"OP",8,1,100
"5229","GPT",1,"OP",9,1,100
"5230","GPT",1,"OP",10,1,100
"5231","GPT",1,"OP",11,1,100
"5232","GPT",1,"OP",12,1,100
"5233","GPT",1,"OP",13,0,60
"5234","GPT",1,"OP",14,1,100
"5235","GPT",1,"OP",15,1,100
"5236","GPT",1,"OP",16,1,90
"5237","GPT",1,"OP",17,1,80
"5238","GPT",1,"OP",18,0,100
"5239","GPT",1,"OP",19,0,100
"5240","GPT",1,"OP",20,1,100
"5241","GPT",1,"4C",1,1,100
"5242","GPT",1,"4C",2,1,100
"5243","GPT",1,"4C",3,1,100
"5244","GPT",1,"4C",4,1,100
"5245","GPT",1,"4C",5,1,100
"5246","GPT",1,"4C",6,1,100
"5247","GPT",1,"4C",7,1,100
"5248","GPT",1,"4C",8,1,100
"5249","GPT",1,"4C",9,0,100
"5250","GPT",1,"4C",10,1,100
"5251","GPT",1,"4C",11,1,100
"5252","GPT",1,"4C",12,0,100
"5253","GPT",1,"4C",13,1,90
"5254","GPT",1,"4C",14,1,100
"5255","GPT",1,"4C",15,1,100
"5256","GPT",1,"4C",16,1,100
"5257","GPT",1,"4C",17,1,90
"5258","GPT",1,"4C",18,1,80
"5259","GPT",1,"4C",19,1,80
"5260","GPT",1,"4C",20,0,100
"5261","GPT",1,"2C",1,1,100
"5262","GPT",1,"2C",2,1,100
"5263","GPT",1,"2C",3,1,100
"5264","GPT",1,"2C",4,1,100
"5265","GPT",1,"2C",5,1,100
"5266","GPT",1,"2C",6,1,100
"5267","GPT",1,"2C",7,1,100
"5268","GPT",1,"2C",8,1,100
"5269","GPT",1,"2C",9,1,100
"5270","GPT",1,"2C",10,1,100
"5271","GPT",1,"2C",11,1,100
"5272","GPT",1,"2C",12,1,100
"5273","GPT",1,"2C",13,1,100
"5274","GPT",1,"2C",14,0,90
"5275","GPT",1,"2C",15,1,80
"5276","GPT",1,"2C",16,1,100
"5277","GPT",1,"2C",17,1,95
"5278","GPT",1,"2C",18,1,100
"5279","GPT",1,"2C",19,0,80
"5280","GPT",1,"2C",20,1,100
"5281","GPT",2,"OP",1,1,100
"5282","GPT",2,"OP",2,1,100
"5283","GPT",2,"OP",3,1,100
"5284","GPT",2,"OP",4,1,100
"5285","GPT",2,"OP",5,1,80
"5286","GPT",2,"OP",6,1,80
"5287","GPT",2,"OP",7,1,100
"5288","GPT",2,"OP",8,1,100
"5289","GPT",2,"OP",9,1,100
"5290","GPT",2,"OP",10,1,100
"5291","GPT",2,"OP",11,1,100
"5292","GPT",2,"OP",12,1,100
"5293","GPT",2,"OP",13,0,90
"5294","GPT",2,"OP",14,0,90
"5295","GPT",2,"OP",15,1,100
"5296","GPT",2,"OP",16,1,90
"5297","GPT",2,"OP",17,1,80
"5298","GPT",2,"OP",18,0,95
"5299","GPT",2,"OP",19,0,70
"5300","GPT",2,"OP",20,1,100
"5301","GPT",2,"4C",1,1,100
"5302","GPT",2,"4C",2,1,100
"5303","GPT",2,"4C",3,1,100
"5304","GPT",2,"4C",4,1,100
"5305","GPT",2,"4C",5,1,100
"5306","GPT",2,"4C",6,1,100
"5307","GPT",2,"4C",7,1,100
"5308","GPT",2,"4C",8,1,100
"5309","GPT",2,"4C",9,0,100
"5310","GPT",2,"4C",10,1,100
"5311","GPT",2,"4C",11,1,100
"5312","GPT",2,"4C",12,1,100
"5313","GPT",2,"4C",13,1,95
"5314","GPT",2,"4C",14,1,90
"5315","GPT",2,"4C",15,1,100
"5316","GPT",2,"4C",16,1,100
"5317","GPT",2,"4C",17,1,85
"5318","GPT",2,"4C",18,1,80
"5319","GPT",2,"4C",19,1,90
"5320","GPT",2,"4C",20,0,100
"5321","GPT",2,"2C",1,1,100
"5322","GPT",2,"2C",2,1,100
"5323","GPT",2,"2C",3,1,100
"5324","GPT",2,"2C",4,1,100
"5325","GPT",2,"2C",5,1,90
"5326","GPT",2,"2C",6,1,100
"5327","GPT",2,"2C",7,1,100
"5328","GPT",2,"2C",8,1,100
"5329","GPT",2,"2C",9,1,100
"5330","GPT",2,"2C",10,0,80
"5331","GPT",2,"2C",11,1,100
"5332","GPT",2,"2C",12,1,100
"5333","GPT",2,"2C",13,1,100
"5334","GPT",2,"2C",14,0,100
"5335","GPT",2,"2C",15,1,90
"5336","GPT",2,"2C",16,1,100
"5337","GPT",2,"2C",17,1,95
"5338","GPT",2,"2C",18,1,90
"5339","GPT",2,"2C",19,0,100
"5340","GPT",2,"2C",20,1,100
"5341","GPT",3,"OP",1,1,100
"5342","GPT",3,"OP",2,1,100
"5343","GPT",3,"OP",3,1,100
"5344","GPT",3,"OP",4,1,100
"5345","GPT",3,"OP",5,1,80
"5346","GPT",3,"OP",6,1,80
"5347","GPT",3,"OP",7,1,100
"5348","GPT",3,"OP",8,1,100
"5349","GPT",3,"OP",9,1,90
"5350","GPT",3,"OP",10,1,90
"5351","GPT",3,"OP",11,1,100
"5352","GPT",3,"OP",12,1,100
"5353","GPT",3,"OP",13,0,80
"5354","GPT",3,"OP",14,0,85
"5355","GPT",3,"OP",15,1,100
"5356","GPT",3,"OP",16,1,90
"5357","GPT",3,"OP",17,1,80
"5358","GPT",3,"OP",18,0,80
"5359","GPT",3,"OP",19,0,80
"5360","GPT",3,"OP",20,1,100
"5361","GPT",3,"4C",1,1,100
"5362","GPT",3,"4C",2,1,100
"5363","GPT",3,"4C",3,1,100
"5364","GPT",3,"4C",4,1,100
"5365","GPT",3,"4C",5,1,100
"5366","GPT",3,"4C",6,1,100
"5367","GPT",3,"4C",7,1,100
"5368","GPT",3,"4C",8,1,100
"5369","GPT",3,"4C",9,0,100
"5370","GPT",3,"4C",10,1,100
"5371","GPT",3,"4C",11,1,100
"5372","GPT",3,"4C",12,0,100
"5373","GPT",3,"4C",13,1,90
"5374","GPT",3,"4C",14,1,80
"5375","GPT",3,"4C",15,1,100
"5376","GPT",3,"4C",16,1,100
"5377","GPT",3,"4C",17,1,85
"5378","GPT",3,"4C",18,1,80
"5379","GPT",3,"4C",19,1,80
"5380","GPT",3,"4C",20,0,100
"5381","GPT",3,"2C",1,1,100
"5382","GPT",3,"2C",2,1,100
"5383","GPT",3,"2C",3,1,100
"5384","GPT",3,"2C",4,1,100
"5385","GPT",3,"2C",5,1,90
"5386","GPT",3,"2C",6,1,100
"5387","GPT",3,"2C",7,1,100
"5388","GPT",3,"2C",8,1,100
"5389","GPT",3,"2C",9,1,100
"5390","GPT",3,"2C",10,1,100
"5391","GPT",3,"2C",11,1,100
"5392","GPT",3,"2C",12,1,80
"5393","GPT",3,"2C",13,1,100
"5394","GPT",3,"2C",14,0,90
"5395","GPT",3,"2C",15,1,80
"5396","GPT",3,"2C",16,0,95
"5397","GPT",3,"2C",17,1,90
"5398","GPT",3,"2C",18,1,80
"5399","GPT",3,"2C",19,0,90
"5400","GPT",3,"2C",20,1,100
"5401","GPT",4,"OP",1,1,100
"5402","GPT",4,"OP",2,1,100
"5403","GPT",4,"OP",3,1,100
"5404","GPT",4,"OP",4,1,100
"5405","GPT",4,"OP",5,1,90
"5406","GPT",4,"OP",6,1,90
"5407","GPT",4,"OP",7,1,100
"5408","GPT",4,"OP",8,1,100
"5409","GPT",4,"OP",9,1,99
"5410","GPT",4,"OP",10,1,90
"5411","GPT",4,"OP",11,1,100
"5412","GPT",4,"OP",12,1,100
"5413","GPT",4,"OP",13,0,80
"5414","GPT",4,"OP",14,0,90
"5415","GPT",4,"OP",15,1,100
"5416","GPT",4,"OP",16,1,100
"5417","GPT",4,"OP",17,1,80
"5418","GPT",4,"OP",18,0,80
"5419","GPT",4,"OP",19,0,80
"5420","GPT",4,"OP",20,0,100
"5421","GPT",4,"4C",1,1,100
"5422","GPT",4,"4C",2,1,100
"5423","GPT",4,"4C",3,1,100
"5424","GPT",4,"4C",4,1,100
"5425","GPT",4,"4C",5,1,100
"5426","GPT",4,"4C",6,1,100
"5427","GPT",4,"4C",7,1,100
"5428","GPT",4,"4C",8,1,100
"5429","GPT",4,"4C",9,0,100
"5430","GPT",4,"4C",10,1,100
"5431","GPT",4,"4C",11,1,100
"5432","GPT",4,"4C",12,1,100
"5433","GPT",4,"4C",13,1,100
"5434","GPT",4,"4C",14,1,100
"5435","GPT",4,"4C",15,1,100
"5436","GPT",4,"4C",16,1,100
"5437","GPT",4,"4C",17,1,90
"5438","GPT",4,"4C",18,1,80
"5439","GPT",4,"4C",19,1,80
"5440","GPT",4,"4C",20,0,100
"5441","GPT",4,"2C",1,1,100
"5442","GPT",4,"2C",2,1,100
"5443","GPT",4,"2C",3,1,100
"5444","GPT",4,"2C",4,1,100
"5445","GPT",4,"2C",5,1,90
"5446","GPT",4,"2C",6,1,100
"5447","GPT",4,"2C",7,1,100
"5448","GPT",4,"2C",8,1,100
"5449","GPT",4,"2C",9,1,100
"5450","GPT",4,"2C",10,1,100
"5451","GPT",4,"2C",11,1,100
"5452","GPT",4,"2C",12,1,100
"5453","GPT",4,"2C",13,1,100
"5454","GPT",4,"2C",14,0,90
"5455","GPT",4,"2C",15,1,85
"5456","GPT",4,"2C",16,0,95
"5457","GPT",4,"2C",17,1,90
"5458","GPT",4,"2C",18,1,100
"5459","GPT",4,"2C",19,0,90
"5460","GPT",4,"2C",20,1,100
"5461","GPT",5,"OP",1,1,100
"5462","GPT",5,"OP",2,1,100
"5463","GPT",5,"OP",3,1,100
"5464","GPT",5,"OP",4,1,100
"5465","GPT",5,"OP",5,1,90
"5466","GPT",5,"OP",6,1,90
"5467","GPT",5,"OP",7,1,100
"5468","GPT",5,"OP",8,1,100
"5469","GPT",5,"OP",9,1,90
"5470","GPT",5,"OP",10,1,100
"5471","GPT",5,"OP",11,1,100
"5472","GPT",5,"OP",12,1,100
"5473","GPT",5,"OP",13,0,80
"5474","GPT",5,"OP",14,0,90
"5475","GPT",5,"OP",15,1,100
"5476","GPT",5,"OP",16,1,100
"5477","GPT",5,"OP",17,1,90
"5478","GPT",5,"OP",18,1,90
"5479","GPT",5,"OP",19,0,80
"5480","GPT",5,"OP",20,0,100
"5481","GPT",5,"4C",1,1,100
"5482","GPT",5,"4C",2,1,100
"5483","GPT",5,"4C",3,1,100
"5484","GPT",5,"4C",4,1,100
"5485","GPT",5,"4C",5,1,100
"5486","GPT",5,"4C",6,1,100
"5487","GPT",5,"4C",7,1,100
"5488","GPT",5,"4C",8,1,100
"5489","GPT",5,"4C",9,0,100
"5490","GPT",5,"4C",10,1,100
"5491","GPT",5,"4C",11,1,100
"5492","GPT",5,"4C",12,1,100
"5493","GPT",5,"4C",13,1,100
"5494","GPT",5,"4C",14,1,90
"5495","GPT",5,"4C",15,1,100
"5496","GPT",5,"4C",16,1,100
"5497","GPT",5,"4C",17,1,85
"5498","GPT",5,"4C",18,1,80
"5499","GPT",5,"4C",19,1,100
"5500","GPT",5,"4C",20,0,100
"5501","GPT",5,"2C",1,1,100
"5502","GPT",5,"2C",2,1,100
"5503","GPT",5,"2C",3,1,100
"5504","GPT",5,"2C",4,1,100
"5505","GPT",5,"2C",5,1,90
"5506","GPT",5,"2C",6,1,100
"5507","GPT",5,"2C",7,1,100
"5508","GPT",5,"2C",8,1,100
"5509","GPT",5,"2C",9,1,100
"5510","GPT",5,"2C",10,1,100
"5511","GPT",5,"2C",11,1,100
"5512","GPT",5,"2C",12,1,100
"5513","GPT",5,"2C",13,1,100
"5514","GPT",5,"2C",14,0,95
"5515","GPT",5,"2C",15,1,100
"5516","GPT",5,"2C",16,0,80
"5517","GPT",5,"2C",17,1,95
"5518","GPT",5,"2C",18,1,90
"5519","GPT",5,"2C",19,0,95
"5520","GPT",5,"2C",20,1,100
"5521","GPT",6,"OP",1,1,100
"5522","GPT",6,"OP",2,1,100
"5523","GPT",6,"OP",3,1,100
"5524","GPT",6,"OP",4,1,100
"5525","GPT",6,"OP",5,1,90
"5526","GPT",6,"OP",6,1,90
"5527","GPT",6,"OP",7,1,100
"5528","GPT",6,"OP",8,1,100
"5529","GPT",6,"OP",9,1,100
"5530","GPT",6,"OP",10,1,90
"5531","GPT",6,"OP",11,1,100
"5532","GPT",6,"OP",12,1,100
"5533","GPT",6,"OP",13,0,95
"5534","GPT",6,"OP",14,0,85
"5535","GPT",6,"OP",15,0,100
"5536","GPT",6,"OP",16,1,90
"5537","GPT",6,"OP",17,1,80
"5538","GPT",6,"OP",18,0,80
"5539","GPT",6,"OP",19,0,80
"5540","GPT",6,"OP",20,1,100
"5541","GPT",6,"4C",1,1,100
"5542","GPT",6,"4C",2,1,100
"5543","GPT",6,"4C",3,1,100
"5544","GPT",6,"4C",4,1,100
"5545","GPT",6,"4C",5,1,100
"5546","GPT",6,"4C",6,1,100
"5547","GPT",6,"4C",7,1,100
"5548","GPT",6,"4C",8,1,100
"5549","GPT",6,"4C",9,0,100
"5550","GPT",6,"4C",10,1,100
"5551","GPT",6,"4C",11,1,100
"5552","GPT",6,"4C",12,0,100
"5553","GPT",6,"4C",13,1,100
"5554","GPT",6,"4C",14,1,80
"5555","GPT",6,"4C",15,1,100
"5556","GPT",6,"4C",16,1,100
"5557","GPT",6,"4C",17,1,80
"5558","GPT",6,"4C",18,1,80
"5559","GPT",6,"4C",19,1,80
"5560","GPT",6,"4C",20,0,100
"5561","GPT",6,"2C",1,1,100
"5562","GPT",6,"2C",2,1,100
"5563","GPT",6,"2C",3,1,100
"5564","GPT",6,"2C",4,1,100
"5565","GPT",6,"2C",5,1,85
"5566","GPT",6,"2C",6,1,100
