"Agent","AgentID","Cond","Qnum","Correctness"
"Human",35,"op",3,0
"Human",35,"op",4,0
"Human",35,"op",5,1
"Human",35,"op",6,1
"Human",35,"op",7,1
"Human",35,"op",8,1
"Human",35,"op",9,0
"Human",35,"op",10,0
"Human",35,"op",11,1
"Human",35,"op",12,1
"Human",35,"op",13,1
"Human",35,"op",14,1
"Human",35,"op",15,0
"Human",35,"op",16,1
"Human",35,"op",17,1
"Human",35,"op",18,0
"Human",35,"op",19,1
"Human",35,"op",20,0
"Human",35,"2c",1,1
"Human",35,"2c",2,1
"Human",35,"2c",3,1
"Human",35,"2c",4,1
"Human",35,"2c",5,1
"Human",35,"2c",6,1
"Human",35,"2c",7,1
"Human",35,"2c",8,1
"Human",35,"2c",9,1
"Human",35,"2c",10,1
"Human",35,"2c",11,1
"Human",35,"2c",12,1
"Human",35,"2c",13,1
"Human",35,"2c",14,1
"Human",35,"2c",15,1
"Human",35,"2c",16,1
"Human",35,"2c",17,1
"Human",35,"2c",18,1
"Human",35,"2c",19,1
"Human",35,"2c",20,1
"Human",35,"4c",1,1
"Human",35,"4c",2,1
"Human",35,"4c",3,1
"Human",35,"4c",4,1
"Human",35,"4c",5,1
"Human",35,"4c",6,1
"Human",35,"4c",7,1
"Human",35,"4c",8,1
"Human",35,"4c",9,1
"Human",35,"4c",10,1
"Human",35,"4c",11,1
"Human",35,"4c",12,1
"Human",35,"4c",13,1
"Human",35,"4c",14,1
"Human",35,"4c",15,1
"Human",35,"4c",16,1
"Human",35,"4c",17,1
"Human",35,"4c",18,1
"Human",35,"4c",19,1
"Human",35,"4c",20,1
"Human",36,"op",1,1
"Human",36,"op",2,0
"Human",36,"op",3,1
"Human",36,"op",4,0
"Human",36,"op",5,0
"Human",36,"op",6,1
"Human",36,"op",7,1
"Human",36,"op",8,0
"Human",36,"op",9,1
"Human",36,"op",10,0
"Human",36,"op",11,0
"Human",36,"op",12,0
"Human",36,"op",13,1
"Human",36,"op",14,0
"Human",36,"op",15,0
"Human",36,"op",16,0
"Human",36,"op",17,0
"Human",36,"op",18,0
"Human",36,"op",19,1
"Human",36,"op",20,0
"Human",36,"2c",1,1
"Human",36,"2c",2,0
"Human",36,"2c",3,1
"Human",36,"2c",4,1
"Human",36,"2c",5,0
"Human",36,"2c",6,0
"Human",36,"2c",7,1
"Human",36,"2c",8,1
"Human",36,"2c",9,1
"Human",36,"2c",10,1
"Human",36,"2c",11,1
"Human",36,"2c",12,1
"Human",36,"2c",13,1
"Human",36,"2c",14,0
"Human",36,"2c",15,1
"Human",36,"2c",16,1
"Human",36,"2c",17,0
"Human",36,"2c",18,1
"Human",36,"2c",19,1
"Human",36,"2c",20,1
"Human",36,"4c",1,1
"Human",36,"4c",2,0
"Human",36,"4c",3,1
"Human",36,"4c",4,1
"Human",36,"4c",5,1
"Human",36,"4c",6,1
"Human",36,"4c",7,1
"Human",36,"4c",8,1
"Human",36,"4c",9,1
"Human",36,"4c",10,1
"Human",36,"4c",11,1
"Human",36,"4c",12,1
"Human",36,"4c",13,1
"Human",36,"4c",14,1
"Human",36,"4c",15,1
"Human",36,"4c",16,0
"Human",36,"4c",17,0
"Human",36,"4c",18,1
"Human",36,"4c",19,1
"Human",36,"4c",20,1
"Human",37,"op",1,1
"Human",37,"op",2,1
"Human",37,"op",3,0
"Human",37,"op",4,1
"Human",37,"op",5,1
"Human",37,"op",6,0
"Human",37,"op",7,1
"Human",37,"op",8,1
"Human",37,"op",9,1
"Human",37,"op",10,1
"Human",37,"op",11,1
"Human",37,"op",12,1
"Human",37,"op",13,1
"Human",37,"op",14,1
"Human",37,"op",15,1
"Human",37,"op",16,0
"Human",37,"op",17,0
"Human",37,"op",18,0
"Human",37,"op",19,0
"Human",37,"op",20,0
"Human",37,"2c",1,1
"Human",37,"2c",2,1
"Human",37,"2c",3,1
"Human",37,"2c",4,1
"Human",37,"2c",5,0
"Human",37,"2c",6,0
"Human",37,"2c",7,1
"Human",37,"2c",8,1
"Human",37,"2c",9,1
"Human",37,"2c",10,1
"Human",37,"2c",11,1
"Human",37,"2c",12,1
"Human",37,"2c",13,1
"Human",37,"2c",14,0
"Human",37,"2c",15,1
"Human",37,"2c",16,1
"Human",37,"2c",17,1
"Human",37,"2c",18,0
"Human",37,"2c",19,1
"Human",37,"2c",20,1
"Human",37,"4c",1,1
"Human",37,"4c",2,1
"Human",37,"4c",3,0
"Human",37,"4c",4,1
"Human",37,"4c",5,1
"Human",37,"4c",6,1
"Human",37,"4c",7,0
"Human",37,"4c",8,1
"Human",37,"4c",9,1
"Human",37,"4c",10,1
"Human",37,"4c",11,1
"Human",37,"4c",12,1
"Human",37,"4c",13,1
"Human",37,"4c",14,1
"Human",37,"4c",15,1
"Human",37,"4c",16,0
"Human",37,"4c",17,0
"Human",37,"4c",18,1
"Human",37,"4c",19,1
"Human",37,"4c",20,1
"Human",38,"op",1,1
"Human",38,"op",2,0
"Human",38,"op",3,0
"Human",38,"op",4,0
"Human",38,"op",5,1
"Human",38,"op",6,1
"Human",38,"op",7,0
"Human",38,"op",8,0
"Human",38,"op",9,0
"Human",38,"op",10,1
"Human",38,"op",11,1
"Human",38,"op",12,0
"Human",38,"op",13,1
"Human",38,"op",14,1
"Human",38,"op",15,0
"Human",38,"op",16,1
"Human",38,"op",17,0
"Human",38,"op",18,1
"Human",38,"op",19,0
"Human",38,"op",20,0
"Human",38,"2c",1,1
"Human",38,"2c",2,1
"Human",38,"2c",3,1
"Human",38,"2c",4,0
"Human",38,"2c",5,0
"Human",38,"2c",6,1
"Human",38,"2c",7,1
"Human",38,"2c",8,1
"Human",38,"2c",9,0
"Human",38,"2c",10,0
"Human",38,"2c",11,1
"Human",38,"2c",12,1
"Human",38,"2c",13,1
"Human",38,"2c",14,1
"Human",38,"2c",15,0
"Human",38,"2c",16,0
"Human",38,"2c",17,1
"Human",38,"2c",18,1
"Human",38,"2c",19,1
"Human",38,"2c",20,1
"Human",38,"4c",1,1
"Human",38,"4c",2,1
"Human",38,"4c",3,0
"Human",38,"4c",4,0
"Human",38,"4c",5,0
"Human",38,"4c",6,1
"Human",38,"4c",7,1
"Human",38,"4c",8,1
"Human",38,"4c",9,0
"Human",38,"4c",10,0
"Human",38,"4c",11,1
"Human",38,"4c",12,1
"Human",38,"4c",13,1
"Human",38,"4c",14,1
"Human",38,"4c",15,1
"Human",38,"4c",16,1
"Human",38,"4c",17,0
"Human",38,"4c",18,1
"Human",38,"4c",19,1
"Human",38,"4c",20,1
"Human",39,"op",1,1
"Human",39,"op",2,1
"Human",39,"op",3,0
"Human",39,"op",4,0
"Human",39,"op",5,0
"Human",39,"op",6,1
"Human",39,"op",7,0
"Human",39,"op",8,0
"Human",39,"op",9,1
"Human",39,"op",10,1
"Human",39,"op",11,0
"Human",39,"op",12,1
"Human",39,"op",13,1
"Human",39,"op",14,0
"Human",39,"op",15,0
"Human",39,"op",16,0
"Human",39,"op",17,0
"Human",39,"op",18,0
"Human",39,"op",19,0
"Human",39,"op",20,0
"Human",39,"2c",1,1
"Human",39,"2c",2,1
"Human",39,"2c",3,1
"Human",39,"2c",4,1
"Human",39,"2c",5,0
"Human",39,"2c",6,1
"Human",39,"2c",7,0
"Human",39,"2c",8,1
"Human",39,"2c",9,0
"Human",39,"2c",10,1
"Human",39,"2c",11,1
"Human",39,"2c",12,1
"Human",39,"2c",13,1
"Human",39,"2c",14,0
"Human",39,"2c",15,0
"Human",39,"2c",16,0
"Human",39,"2c",17,0
"Human",39,"2c",18,1
"Human",39,"2c",19,1
"Human",39,"2c",20,0
"Human",39,"4c",1,1
"Human",39,"4c",2,1
"Human",39,"4c",3,0
"Human",39,"4c",4,0
"Human",39,"4c",5,1
"Human",39,"4c",6,1
"Human",39,"4c",7,0
"Human",39,"4c",8,1
"Human",39,"4c",9,1
"Human",39,"4c",10,1
"Human",39,"4c",11,1
"Human",39,"4c",12,0
"Human",39,"4c",13,1
"Human",39,"4c",14,1
"Human",39,"4c",15,1
"Human",39,"4c",16,0
"Human",39,"4c",17,0
"Human",39,"4c",18,0
"Human",39,"4c",19,1
"Human",39,"4c",20,0
"Human",40,"op",1,1
"Human",40,"op",2,0
"Human",40,"op",3,0
"Human",40,"op",4,1
"Human",40,"op",5,1
"Human",40,"op",6,1
"Human",40,"op",7,0
"Human",40,"op",8,0
"Human",40,"op",9,1
"Human",40,"op",10,1
"Human",40,"op",11,1
"Human",40,"op",12,0
"Human",40,"op",13,1
"Human",40,"op",14,1
"Human",40,"op",15,0
"Human",40,"op",16,1
"Human",40,"op",17,0
"Human",40,"op",18,0
"Human",40,"op",19,1
"Human",40,"op",20,0
"Human",40,"2c",1,1
"Human",40,"2c",2,0
"Human",40,"2c",3,1
"Human",40,"2c",4,1
"Human",40,"2c",5,1
"Human",40,"2c",6,1
"Human",40,"2c",7,0
"Human",40,"2c",8,0
"Human",40,"2c",9,1
"Human",40,"2c",10,1
"Human",40,"2c",11,1
"Human",40,"2c",12,1
"Human",40,"2c",13,1
"Human",40,"2c",14,1
"Human",40,"2c",15,0
"Human",40,"2c",16,0
"Human",40,"2c",17,0
"Human",40,"2c",18,0
"Human",40,"2c",19,1
"Human",40,"2c",20,0
"Human",40,"4c",1,1
"Human",40,"4c",2,0
"Human",40,"4c",3,0
"Human",40,"4c",4,1
"Human",40,"4c",5,1
"Human",40,"4c",6,1
"Human",40,"4c",7,1
"Human",40,"4c",8,0
"Human",40,"4c",9,1
"Human",40,"4c",10,1
"Human",40,"4c",11,1
"Human",40,"4c",12,1
"Human",40,"4c",13,1
"Human",40,"4c",14,1
"Human",40,"4c",15,1
"Human",40,"4c",16,1
"Human",40,"4c",17,0
"Human",40,"4c",18,1
"Human",40,"4c",19,1
"Human",40,"4c",20,0
"Human",41,"op",1,1
"Human",41,"op",2,0
"Human",41,"op",3,0
"Human",41,"op",4,0
"Human",41,"op",5,0
"Human",41,"op",6,1
"Human",41,"op",7,1
"Human",41,"op",8,0
"Human",41,"op",9,0
"Human",41,"op",10,0
"Human",41,"op",11,0
"Human",41,"op",12,0
"Human",41,"op",13,1
"Human",41,"op",14,1
"Human",41,"op",15,1
"Human",41,"op",16,1
"Human",41,"op",17,0
"Human",41,"op",18,0
"Human",41,"op",19,0
"Human",41,"op",20,0
"Human",41,"2c",1,1
"Human",41,"2c",2,1
"Human",41,"2c",3,1
"Human",41,"2c",4,0
"Human",41,"2c",5,1
"Human",41,"2c",6,1
"Human",41,"2c",7,1
"Human",41,"2c",8,0
"Human",41,"2c",9,1
"Human",41,"2c",10,0
"Human",41,"2c",11,1
"Human",41,"2c",12,1
"Human",41,"2c",13,1
"Human",41,"2c",14,0
"Human",41,"2c",15,1
"Human",41,"2c",16,0
"Human",41,"2c",17,1
"Human",41,"2c",18,0
"Human",41,"2c",19,0
"Human",41,"2c",20,1
"Human",41,"4c",1,1
"Human",41,"4c",2,0
"Human",41,"4c",3,1
"Human",41,"4c",4,1
"Human",41,"4c",5,1
"Human",41,"4c",6,1
"Human",41,"4c",7,1
"Human",41,"4c",8,0
"Human",41,"4c",9,0
"Human",41,"4c",10,0
"Human",41,"4c",11,1
"Human",41,"4c",12,1
"Human",41,"4c",13,1
"Human",41,"4c",14,1
"Human",41,"4c",15,1
"Human",41,"4c",16,1
"Human",41,"4c",17,0
"Human",41,"4c",18,0
"Human",41,"4c",19,0
"Human",41,"4c",20,1
"Human",42,"op",1,1
"Human",42,"op",2,0
"Human",42,"op",3,0
"Human",42,"op",4,1
"Human",42,"op",5,1
"Human",42,"op",6,1
"Human",42,"op",7,1
"Human",42,"op",8,0
"Human",42,"op",9,0
"Human",42,"op",10,1
"Human",42,"op",11,0
"Human",42,"op",12,1
"Human",42,"op",13,1
"Human",42,"op",14,0
"Human",42,"op",15,0
"Human",42,"op",16,0
"Human",42,"op",17,0
"Human",42,"op",18,0
"Human",42,"op",19,0
"Human",42,"op",20,0
"Human",42,"2c",1,1
"Human",42,"2c",2,0
"Human",42,"2c",3,1
"Human",42,"2c",4,1
"Human",42,"2c",5,1
"Human",42,"2c",6,1
"Human",42,"2c",7,1
"Human",42,"2c",8,1
"Human",42,"2c",9,0
"Human",42,"2c",10,1
"Human",42,"2c",11,1
"Human",42,"2c",12,1
"Human",42,"2c",13,1
"Human",42,"2c",14,0
"Human",42,"2c",15,0
"Human",42,"2c",16,0
"Human",42,"2c",17,1
"Human",42,"2c",18,1
"Human",42,"2c",19,0
"Human",42,"2c",20,1
"Human",42,"4c",1,1
"Human",42,"4c",2,1
"Human",42,"4c",3,1
"Human",42,"4c",4,1
"Human",42,"4c",5,1
"Human",42,"4c",6,1
"Human",42,"4c",7,1
"Human",42,"4c",8,1
"Human",42,"4c",9,1
"Human",42,"4c",10,1
"Human",42,"4c",11,1
"Human",42,"4c",12,1
"Human",42,"4c",13,1
"Human",42,"4c",14,1
"Human",42,"4c",15,0
"Human",42,"4c",16,0
"Human",42,"4c",17,1
"Human",42,"4c",18,0
"Human",42,"4c",19,1
"Human",42,"4c",20,0
"Human",43,"op",1,1
"Human",43,"op",2,1
"Human",43,"op",3,0
"Human",43,"op",4,1
"Human",43,"op",5,1
"Human",43,"op",6,1
"Human",43,"op",7,1
"Human",43,"op",8,1
"Human",43,"op",9,1
"Human",43,"op",10,1
"Human",43,"op",11,1
"Human",43,"op",12,1
"Human",43,"op",13,1
"Human",43,"op",14,1
"Human",43,"op",15,1
"Human",43,"op",16,0
"Human",43,"op",17,0
"Human",43,"op",18,1
"Human",43,"op",19,0
"Human",43,"op",20,0
"Human",43,"2c",1,1
"Human",43,"2c",2,1
"Human",43,"2c",3,1
"Human",43,"2c",4,1
"Human",43,"2c",5,0
"Human",43,"2c",6,1
"Human",43,"2c",7,1
"Human",43,"2c",8,1
"Human",43,"2c",9,1
"Human",43,"2c",10,1
"Human",43,"2c",11,1
"Human",43,"2c",12,1
"Human",43,"2c",13,1
"Human",43,"2c",14,1
"Human",43,"2c",15,1
"Human",43,"2c",16,0
"Human",43,"2c",17,1
"Human",43,"2c",18,0
"Human",43,"2c",19,0
"Human",43,"2c",20,1
"Human",43,"4c",1,1
"Human",43,"4c",2,1
"Human",43,"4c",3,0
"Human",43,"4c",4,1
"Human",43,"4c",5,0
"Human",43,"4c",6,1
"Human",43,"4c",7,1
"Human",43,"4c",8,1
"Human",43,"4c",9,1
"Human",43,"4c",10,1
"Human",43,"4c",11,1
"Human",43,"4c",12,1
"Human",43,"4c",13,1
"Human",43,"4c",14,1
"Human",43,"4c",15,1
"Human",43,"4c",16,0
"Human",43,"4c",17,0
"Human",43,"4c",18,1
"Human",43,"4c",19,1
"Human",43,"4c",20,0
"Human",44,"op",1,1
"Human",44,"op",2,1
"Human",44,"op",3,0
"Human",44,"op",4,1
"Human",44,"op",5,1
"Human",44,"op",6,1
"Human",44,"op",7,1
"Human",44,"op",8,0
"Human",44,"op",9,0
"Human",44,"op",10,1
"Human",44,"op",11,1
"Human",44,"op",12,1
"Human",44,"op",13,0
"Human",44,"op",14,1
"Human",44,"op",15,0
"Human",44,"op",16,0
"Human",44,"op",17,0
"Human",44,"op",18,0
"Human",44,"op",19,1
"Human",44,"op",20,0
"Human",44,"2c",1,1
"Human",44,"2c",2,0
"Human",44,"2c",3,1
"Human",44,"2c",4,1
"Human",44,"2c",5,0
"Human",44,"2c",6,1
"Human",44,"2c",7,1
"Human",44,"2c",8,1
"Human",44,"2c",9,0
"Human",44,"2c",10,0
"Human",44,"2c",11,1
"Human",44,"2c",12,1
"Human",44,"2c",13,0
"Human",44,"2c",14,1
"Human",44,"2c",15,1
"Human",44,"2c",16,1
"Human",44,"2c",17,0
"Human",44,"2c",18,1
"Human",44,"2c",19,1
"Human",44,"2c",20,0
"Human",44,"4c",1,1
"Human",44,"4c",2,1
"Human",44,"4c",3,0
"Human",44,"4c",4,1
"Human",44,"4c",5,1
"Human",44,"4c",6,1
"Human",44,"4c",7,1
"Human",44,"4c",8,0
"Human",44,"4c",9,0
"Human",44,"4c",10,1
"Human",44,"4c",11,1
"Human",44,"4c",12,1
"Human",44,"4c",13,0
"Human",44,"4c",14,1
"Human",44,"4c",15,1
"Human",44,"4c",16,0
"Human",44,"4c",17,0
"Human",44,"4c",18,1
"Human",44,"4c",19,1
"Human",44,"4c",20,1
"Human",45,"op",1,1
"Human",45,"op",2,1
"Human",45,"op",3,1
"Human",45,"op",4,1
"Human",45,"op",5,0
"Human",45,"op",6,1
"Human",45,"op",7,1
"Human",45,"op",8,0
"Human",45,"op",9,0
"Human",45,"op",10,0
"Human",45,"op",11,1
"Human",45,"op",12,1
"Human",45,"op",13,0
"Human",45,"op",14,1
"Human",45,"op",15,0
"Human",45,"op",16,0
"Human",45,"op",17,0
"Human",45,"op",18,0
"Human",45,"op",19,0
"Human",45,"op",20,0
"Human",45,"2c",1,1
"Human",45,"2c",2,0
"Human",45,"2c",3,1
"Human",45,"2c",4,1
"Human",45,"2c",5,0
"Human",45,"2c",6,1
"Human",45,"2c",7,1
"Human",45,"2c",8,1
"Human",45,"2c",9,0
"Human",45,"2c",10,1
"Human",45,"2c",11,1
"Human",45,"2c",12,1
"Human",45,"2c",13,0
"Human",45,"2c",14,1
"Human",45,"2c",15,1
"Human",45,"2c",16,0
"Human",45,"2c",17,1
"Human",45,"2c",18,1
"Human",45,"2c",19,0
"Human",45,"2c",20,1
"Human",45,"4c",1,1
"Human",45,"4c",2,1
"Human",45,"4c",3,1
"Human",45,"4c",4,1
"Human",45,"4c",5,1
"Human",45,"4c",6,1
"Human",45,"4c",7,1
"Human",45,"4c",8,1
"Human",45,"4c",9,0
"Human",45,"4c",10,1
"Human",45,"4c",11,1
"Human",45,"4c",12,1
"Human",45,"4c",13,0
"Human",45,"4c",14,1
"Human",45,"4c",15,1
"Human",45,"4c",16,0
"Human",45,"4c",17,0
"Human",45,"4c",18,1
"Human",45,"4c",19,1
"Human",45,"4c",20,1
"Human",46,"op",1,1
"Human",46,"op",2,1
"Human",46,"op",3,1
"Human",46,"op",4,1
"Human",46,"op",5,1
"Human",46,"op",6,0
"Human",46,"op",7,1
"Human",46,"op",8,0
"Human",46,"op",9,0
"Human",46,"op",10,1
"Human",46,"op",11,1
"Human",46,"op",12,1
"Human",46,"op",13,1
"Human",46,"op",14,1
"Human",46,"op",15,0
"Human",46,"op",16,0
"Human",46,"op",17,0
"Human",46,"op",18,1
"Human",46,"op",19,0
"Human",46,"op",20,0
"Human",46,"2c",1,1
"Human",46,"2c",2,0
"Human",46,"2c",3,1
"Human",46,"2c",4,1
"Human",46,"2c",5,1
"Human",46,"2c",6,1
"Human",46,"2c",7,1
"Human",46,"2c",8,1
"Human",46,"2c",9,0
"Human",46,"2c",10,1
"Human",46,"2c",11,1
"Human",46,"2c",12,1
"Human",46,"2c",13,1
"Human",46,"2c",14,1
"Human",46,"2c",15,0
"Human",46,"2c",16,1
"Human",46,"2c",17,0
"Human",46,"2c",18,1
"Human",46,"2c",19,0
"Human",46,"2c",20,1
"Human",46,"4c",1,1
"Human",46,"4c",2,1
"Human",46,"4c",3,1
"Human",46,"4c",4,1
"Human",46,"4c",5,1
"Human",46,"4c",6,1
"Human",46,"4c",7,1
"Human",46,"4c",8,0
"Human",46,"4c",9,0
"Human",46,"4c",10,1
"Human",46,"4c",11,1
"Human",46,"4c",12,0
"Human",46,"4c",13,1
"Human",46,"4c",14,1
"Human",46,"4c",15,1
"Human",46,"4c",16,0
"Human",46,"4c",17,0
"Human",46,"4c",18,0
"Human",46,"4c",19,1
"Human",46,"4c",20,1
"Human",47,"op",1,1
"Human",47,"op",2,0
"Human",47,"op",3,0
"Human",47,"op",4,0
"Human",47,"op",5,1
"Human",47,"op",6,1
"Human",47,"op",7,1
"Human",47,"op",8,0
"Human",47,"op",9,0
"Human",47,"op",10,1
"Human",47,"op",11,1
"Human",47,"op",12,0
"Human",47,"op",13,0
"Human",47,"op",14,0
"Human",47,"op",15,1
"Human",47,"op",16,0
"Human",47,"op",17,0
"Human",47,"op",18,1
"Human",47,"op",19,0
"Human",47,"op",20,0
"Human",47,"2c",1,1
"Human",47,"2c",2,1
"Human",47,"2c",3,1
"Human",47,"2c",4,0
"Human",47,"2c",5,1
"Human",47,"2c",6,1
"Human",47,"2c",7,1
"Human",47,"2c",8,0
"Human",47,"2c",9,0
"Human",47,"2c",10,1
"Human",47,"2c",11,1
"Human",47,"2c",12,0
"Human",47,"2c",13,1
"Human",47,"2c",14,0
"Human",47,"2c",15,1
"Human",47,"2c",16,1
"Human",47,"2c",17,1
"Human",47,"2c",18,0
"Human",47,"2c",19,0
"Human",47,"2c",20,0
"Human",47,"4c",1,1
"Human",47,"4c",2,0
"Human",47,"4c",3,1
"Human",47,"4c",4,1
"Human",47,"4c",5,0
"Human",47,"4c",6,1
"Human",47,"4c",7,1
"Human",47,"4c",8,0
"Human",47,"4c",9,0
"Human",47,"4c",10,1
"Human",47,"4c",11,1
"Human",47,"4c",12,0
"Human",47,"4c",13,0
"Human",47,"4c",14,1
"Human",47,"4c",15,1
"Human",47,"4c",16,0
"Human",47,"4c",17,0
"Human",47,"4c",18,1
"Human",47,"4c",19,1
"Human",47,"4c",20,0
"Human",48,"op",1,1
"Human",48,"op",2,0
"Human",48,"op",3,1
"Human",48,"op",4,1
"Human",48,"op",5,1
"Human",48,"op",6,1
"Human",48,"op",7,1
"Human",48,"op",8,0
"Human",48,"op",9,0
"Human",48,"op",10,0
"Human",48,"op",11,1
"Human",48,"op",12,1
"Human",48,"op",13,1
"Human",48,"op",14,1
"Human",48,"op",15,0
"Human",48,"op",16,0
"Human",48,"op",17,0
"Human",48,"op",18,0
"Human",48,"op",19,1
"Human",48,"op",20,0
"Human",48,"2c",1,1
"Human",48,"2c",2,0
"Human",48,"2c",3,1
"Human",48,"2c",4,1
"Human",48,"2c",5,1
"Human",48,"2c",6,1
"Human",48,"2c",7,1
"Human",48,"2c",8,1
"Human",48,"2c",9,0
"Human",48,"2c",10,1
"Human",48,"2c",11,1
"Human",48,"2c",12,1
"Human",48,"2c",13,0
"Human",48,"2c",14,1
"Human",48,"2c",15,0
"Human",48,"2c",16,1
"Human",48,"2c",17,0
"Human",48,"2c",18,1
"Human",48,"2c",19,1
"Human",48,"2c",20,1
"Human",48,"4c",1,1
"Human",48,"4c",2,1
"Human",48,"4c",3,1
"Human",48,"4c",4,1
"Human",48,"4c",5,1
"Human",48,"4c",6,1
"Human",48,"4c",7,1
"Human",48,"4c",8,1
"Human",48,"4c",9,0
"Human",48,"4c",10,0
"Human",48,"4c",11,1
"Human",48,"4c",12,1
"Human",48,"4c",13,0
"Human",48,"4c",14,1
"Human",48,"4c",15,1
"Human",48,"4c",16,0
"Human",48,"4c",17,0
"Human",48,"4c",18,1
"Human",48,"4c",19,1
"Human",48,"4c",20,1
"Human",49,"op",1,0
"Human",49,"op",2,1
"Human",49,"op",3,0
"Human",49,"op",4,1
"Human",49,"op",5,1
"Human",49,"op",6,1
"Human",49,"op",7,1
"Human",49,"op",8,1
"Human",49,"op",9,0
"Human",49,"op",10,0
"Human",49,"op",11,1
"Human",49,"op",12,1
"Human",49,"op",13,0
"Human",49,"op",14,1
"Human",49,"op",15,1
"Human",49,"op",16,1
"Human",49,"op",17,0
"Human",49,"op",18,0
"Human",49,"op",19,1
"Human",49,"op",20,0
"Human",49,"2c",1,1
"Human",49,"2c",2,0
"Human",49,"2c",3,1
"Human",49,"2c",4,1
"Human",49,"2c",5,1
"Human",49,"2c",6,1
"Human",49,"2c",7,1
"Human",49,"2c",8,1
"Human",49,"2c",9,0
"Human",49,"2c",10,1
"Human",49,"2c",11,1
"Human",49,"2c",12,1
"Human",49,"2c",13,1
"Human",49,"2c",14,1
"Human",49,"2c",15,1
"Human",49,"2c",16,0
"Human",49,"2c",17,0
"Human",49,"2c",18,1
"Human",49,"2c",19,1
"Human",49,"2c",20,1
"Human",49,"4c",1,1
"Human",49,"4c",2,1
"Human",49,"4c",3,1
"Human",49,"4c",4,1
"Human",49,"4c",5,1
"Human",49,"4c",6,1
"Human",49,"4c",7,1
"Human",49,"4c",8,1
"Human",49,"4c",9,0
"Human",49,"4c",10,1
"Human",49,"4c",11,1
"Human",49,"4c",12,1
"Human",49,"4c",13,0
"Human",49,"4c",14,1
"Human",49,"4c",15,1
"Human",49,"4c",16,1
"Human",49,"4c",17,0
"Human",49,"4c",18,1
"Human",49,"4c",19,1
"Human",49,"4c",20,1
"Human",50,"op",1,1
"Human",50,"op",2,1
"Human",50,"op",3,1
"Human",50,"op",4,1
"Human",50,"op",5,0
"Human",50,"op",6,1
"Human",50,"op",7,1
"Human",50,"op",8,1
"Human",50,"op",9,0
"Human",50,"op",10,0
"Human",50,"op",11,0
"Human",50,"op",12,0
"Human",50,"op",13,1
"Human",50,"op",14,1
"Human",50,"op",15,0
"Human",50,"op",16,0
"Human",50,"op",17,0
"Human",50,"op",18,0
"Human",50,"op",19,0
"Human",50,"op",20,0
"Human",50,"2c",1,1
"Human",50,"2c",2,0
"Human",50,"2c",3,1
"Human",50,"2c",4,1
"Human",50,"2c",5,0
"Human",50,"2c",6,1
"Human",50,"2c",7,1
"Human",50,"2c",8,1
"Human",50,"2c",9,0
"Human",50,"2c",10,0
"Human",50,"2c",11,1
"Human",50,"2c",12,1
"Human",50,"2c",13,1
"Human",50,"2c",14,1
"Human",50,"2c",15,0
"Human",50,"2c",16,1
"Human",50,"2c",17,0
"Human",50,"2c",18,1
"Human",50,"2c",19,0
"Human",50,"2c",20,0
"Human",50,"4c",1,1
"Human",50,"4c",2,1
"Human",50,"4c",3,1
"Human",50,"4c",4,1
"Human",50,"4c",5,0
"Human",50,"4c",6,1
"Human",50,"4c",7,1
"Human",50,"4c",8,1
"Human",50,"4c",9,0
"Human",50,"4c",10,0
"Human",50,"4c",11,1
"Human",50,"4c",12,1
"Human",50,"4c",13,1
"Human",50,"4c",14,1
"Human",50,"4c",15,1
"Human",50,"4c",16,0
"Human",50,"4c",17,0
"Human",50,"4c",18,1
"Human",50,"4c",19,1
"Human",50,"4c",20,0
"Human",51,"op",1,1
"Human",51,"op",2,1
"Human",51,"op",3,0
"Human",51,"op",4,0
"Human",51,"op",5,1
"Human",51,"op",6,1
"Human",51,"op",7,1
"Human",51,"op",8,1
"Human",51,"op",9,1
"Human",51,"op",10,1
"Human",51,"op",11,1
"Human",51,"op",12,1
"Human",51,"op",13,1
"Human",51,"op",14,0
"Human",51,"op",15,1
"Human",51,"op",16,0
"Human",51,"op",17,0
"Human",51,"op",18,0
"Human",51,"op",19,0
"Human",51,"op",20,0
"Human",51,"2c",1,1
"Human",51,"2c",2,1
"Human",51,"2c",3,1
"Human",51,"2c",4,0
"Human",51,"2c",5,1
"Human",51,"2c",6,1
"Human",51,"2c",7,1
"Human",51,"2c",8,1
"Human",51,"2c",9,1
"Human",51,"2c",10,1
"Human",51,"2c",11,1
"Human",51,"2c",12,1
"Human",51,"2c",13,1
"Human",51,"2c",14,0
"Human",51,"2c",15,1
"Human",51,"2c",16,0
"Human",51,"2c",17,1
"Human",51,"2c",18,0
"Human",51,"2c",19,0
"Human",51,"2c",20,1
"Human",51,"4c",1,1
"Human",51,"4c",2,1
"Human",51,"4c",3,1
"Human",51,"4c",4,0
"Human",51,"4c",5,1
"Human",51,"4c",6,1
"Human",51,"4c",7,1
"Human",51,"4c",8,1
"Human",51,"4c",9,1
"Human",51,"4c",10,1
"Human",51,"4c",11,1
"Human",51,"4c",12,1
"Human",51,"4c",13,0
"Human",51,"4c",14,0
"Human",51,"4c",15,1
"Human",51,"4c",16,0
"Human",51,"4c",17,1
"Human",51,"4c",18,0
"Human",51,"4c",19,0
"Human",51,"4c",20,1
"Human",52,"op",1,1
"Human",52,"op",2,1
"Human",52,"op",3,0
"Human",52,"op",4,0
